,시,구,동,행정동코드,인구,남자,여자,geometry
194,서울특별시,서대문구,홍제3동,11410640,16534,8036,8498,"MULTIPOLYGON (((126.9563034580664 37.59566236563108, 126.956309289704 37.59554294220439, 126.9563125845426 37.59547761011785, 126.956329141603 37.5951498224761, 126.9564987063107 37.59470677017237, 126.9567657600107 37.5940105098196, 126.9572501681026 37.59314470375023, 126.9575146001883 37.59267208033364, 126.9579290613135 37.58879364348915, 126.9574735302318 37.58760184035394, 126.9571722339032 37.5864676031894, 126.9568940006547 37.58542010468457, 126.9518218559402 37.58881507393819, 126.9514342529786 37.58915465749061, 126.9509943021439 37.58929570005701, 126.9465730938496 37.58894042953435, 126.946363972604 37.58888311494277, 126.945943802166 37.58874143533361, 126.9456795846457 37.58865227605821, 126.9456380482383 37.58863747112694, 126.9454788574813 37.58852968986761, 126.9449824786672 37.5880790039672, 126.9447465560565 37.58816233121639, 126.9418413457908 37.59093153094467, 126.9424921934909 37.59112870910402, 126.9429255525272 37.59125999683494, 126.9445247500241 37.59174524675384, 126.9445804102919 37.59176986294349, 126.9446715227303 37.59181015800493, 126.9469512887574 37.59437053136515, 126.947031579055 37.59446542672514, 126.9470619225177 37.59450414178779, 126.9472003170611 37.59468266076948, 126.9472238284183 37.59482879719722, 126.9472354778874 37.59490168013571, 126.9472113280036 37.59520323694675, 126.9471095811892 37.59552426337213, 126.9470152779097 37.59567326935043, 126.946788917135 37.59602936589877, 126.9465983699391 37.59632929519678, 126.9464902841747 37.59668031135514, 126.9465104356984 37.59701840873202, 126.9465135694362 37.59706560862748, 126.9465369120909 37.59716484757118, 126.9465665454902 37.5972811874046, 126.9466171292585 37.5974290191654, 126.9467415860716 37.59773718522541, 126.9467686996047 37.59780378621127, 126.9468391190445 37.59795171084416, 126.9469137169771 37.59810754174602, 126.9469427951565 37.59813832359826, 126.9471083178191 37.59831350766965, 126.947137487448 37.59834419976772, 126.9471634208235 37.59836062650153, 126.947367010927 37.59846794720121, 126.9475048415204 37.59850013943169, 126.9475543175927 37.59851163779214, 126.9476625762799 37.59852003121758, 126.9480245969472 37.59853424992839, 126.948362138254 37.59851428964291, 126.9486634974723 37.59845373063226, 126.9491232058416 37.59832968952298, 126.9494666614667 37.59822425788987, 126.9496861628317 37.59812500740347, 126.9498389084945 37.59805473892465, 126.9500321007327 37.59788433046486, 126.9500633865054 37.59785636342216, 126.9501993004272 37.59764408187291, 126.9504143432856 37.59730818017636, 126.9513879043828 37.5956983894372, 126.9563034580664 37.59566236563108)))"
195,서울특별시,서대문구,홍제2동,11410655,14629,6980,7649,"MULTIPOLYGON (((126.9568940006547 37.58542010468457, 126.9578953246189 37.58381141046542, 126.960673532739 37.58079784202972, 126.9587770618443 37.58161817291028, 126.9582688263123 37.58169718780316, 126.9571248221667 37.58161531779484, 126.9570018884703 37.58158320532254, 126.9564576046438 37.58128325688558, 126.9557948399294 37.58072925682743, 126.9557693336816 37.5800494854105, 126.9557685512201 37.58002395123692, 126.9557464595567 37.57930378371988, 126.9555571096007 37.57908687190313, 126.9554551445703 37.57897006960425, 126.954952872627 37.57893057107094, 126.9548098422277 37.57892481797071, 126.9541617505335 37.57889874854087, 126.9535560166695 37.57887566580947, 126.9520959452292 37.58029978028771, 126.9496624372002 37.58356146387859, 126.9494432452243 37.58379370841824, 126.9492472149256 37.58400118444283, 126.9491252529987 37.58412454998575, 126.9482801310253 37.58497687861492, 126.9454766566571 37.58768129020767, 126.9454474520323 37.58770481413859, 126.9449824786672 37.5880790039672, 126.9454788574813 37.58852968986761, 126.9456380482383 37.58863747112694, 126.9456795846457 37.58865227605821, 126.945943802166 37.58874143533361, 126.946363972604 37.58888311494277, 126.9465730938496 37.58894042953435, 126.9509943021439 37.58929570005701, 126.9514342529786 37.58915465749061, 126.9518218559402 37.58881507393819, 126.9568940006547 37.58542010468457)))"
196,서울특별시,서대문구,홍은1동,11410660,22758,11017,11741,"MULTIPOLYGON (((126.9533763212498 37.6053662840508, 126.953437334822 37.60517402329219, 126.9535426442699 37.60461905925903, 126.9535404349719 37.60457416229261, 126.9535364786087 37.60449397067246, 126.9535126620146 37.60426514533311, 126.9532648304203 37.60320266846133, 126.9532010847255 37.6030119658938, 126.9530814529544 37.60291113744483, 126.9530121446462 37.602868930049, 126.9528819566848 37.60278965850004, 126.9528019847456 37.60269470558269, 126.9527796388438 37.60225851907352, 126.9527771863469 37.60220668152909, 126.9527652458912 37.60144420027711, 126.9527627115309 37.60128120722582, 126.9527493088157 37.60040612359548, 126.9535085397932 37.59911847091431, 126.9538258579366 37.59881010385266, 126.9539356713675 37.5987035777452, 126.9539741538578 37.59866633211085, 126.9540932631613 37.59855107881121, 126.9555175721675 37.59848329764554, 126.9561323141599 37.59845796517131, 126.9561270983189 37.59851621283899, 126.9561238430308 37.5985525669517, 126.9562140547738 37.59859548988152, 126.9563510378744 37.5986606479587, 126.9567312084226 37.59866465188733, 126.9568833626137 37.59863292191683, 126.9569671211288 37.59861381582601, 126.9570548804556 37.59855234702035, 126.957100419579 37.59845887110827, 126.9571353789436 37.59838709587642, 126.9571456362435 37.59824292846682, 126.9570418857109 37.59790557493377, 126.9569833922861 37.59771780881644, 126.9569540128279 37.59762350150384, 126.9566126544457 37.59653656214865, 126.9563034580664 37.59566236563108, 126.9513879043828 37.5956983894372, 126.9504143432856 37.59730818017636, 126.9501993004272 37.59764408187291, 126.9500633865054 37.59785636342216, 126.9500321007327 37.59788433046486, 126.9498389084945 37.59805473892465, 126.9496861628317 37.59812500740347, 126.9494666614667 37.59822425788987, 126.9491232058416 37.59832968952298, 126.9486634974723 37.59845373063226, 126.948362138254 37.59851428964291, 126.9480245969472 37.59853424992839, 126.9476625762799 37.59852003121758, 126.9475543175927 37.59851163779214, 126.9475048415204 37.59850013943169, 126.947367010927 37.59846794720121, 126.9471634208235 37.59836062650153, 126.947137487448 37.59834419976772, 126.9471083178191 37.59831350766965, 126.9469427951565 37.59813832359826, 126.9469137169771 37.59810754174602, 126.9468391190445 37.59795171084416, 126.9467686996047 37.59780378621127, 126.9467415860716 37.59773718522541, 126.9466171292585 37.5974290191654, 126.9465665454902 37.5972811874046, 126.9465369120909 37.59716484757118, 126.9465135694362 37.59706560862748, 126.9465104356984 37.59701840873202, 126.9464902841747 37.59668031135514, 126.9465983699391 37.59632929519678, 126.946788917135 37.59602936589877, 126.9470152779097 37.59567326935043, 126.9471095811892 37.59552426337213, 126.9472113280036 37.59520323694675, 126.9472354778874 37.59490168013571, 126.9472238284183 37.59482879719722, 126.9472003170611 37.59468266076948, 126.9470619225177 37.59450414178779, 126.947031579055 37.59446542672514, 126.9469512887574 37.59437053136515, 126.9446715227303 37.59181015800493, 126.9445804102919 37.59176986294349, 126.9445247500241 37.59174524675384, 126.9429255525272 37.59125999683494, 126.9424921934909 37.59112870910402, 126.9418413457908 37.59093153094467, 126.9414512710177 37.59140062585952, 126.9409627984924 37.59395586950879, 126.9408693894548 37.59434143541234, 126.9406431514092 37.59466416121632, 126.9404592444322 37.59492467840068, 126.9400470824165 37.59531818705842, 126.940015575891 37.59534971069842, 126.9399878714583 37.59537874664223, 126.9393847873992 37.59602259565284, 126.9389894137075 37.59663024867548, 126.9385995005301 37.59758556792347, 126.9389347196065 37.59769131729318, 126.9389952528805 37.59770847453429, 126.939337170561 37.59783969854561, 126.9405832429837 37.59859935741253, 126.9406775666979 37.59867077240743, 126.9409173859698 37.5990786512024, 126.9410337078674 37.59961887973849, 126.9410825845054 37.59989521880126, 126.9412081556263 37.60090749482427, 126.9410968739721 37.60111202276659, 126.9401738581319 37.60183210010364, 126.9404366263929 37.60286087376971, 126.9422660792675 37.60468573332015, 126.9424172781844 37.60482390207282, 126.9424927697047 37.60482778295803, 126.9426586449755 37.60483630894629, 126.9433448677402 37.60483157085814, 126.9441123930494 37.60482626535917, 126.944721261347 37.60482132613355, 126.944815560011 37.60482056198827, 126.9449164956078 37.60481991190772, 126.945697716751 37.60582406901416, 126.9459901969151 37.60635698037302, 126.9463415453883 37.6071013600132, 126.9472154134783 37.60779830712088, 126.9472456913044 37.6077838562578, 126.9474480079049 37.60771607658078, 126.9476642077659 37.60768441510962, 126.9477980568568 37.60768278814111, 126.9478324264117 37.60768953774848, 126.947874421029 37.60769779220342, 126.9479258885668 37.60772732651532, 126.9479741151066 37.60776386167027, 126.9480117745862 37.60779532872207, 126.9480308059831 37.60782708629694, 126.9480640386767 37.60785553296933, 126.9481250318088 37.60789725909523, 126.9481956400681 37.60792462944931, 126.9482666345474 37.6079948151871, 126.9483318112981 37.60799061318808, 126.9483892464171 37.60798074159637, 126.9487065778311 37.60803685912177, 126.948778778131 37.60806593558934, 126.9488127161764 37.60807285415055, 126.9489947238386 37.60807032407225, 126.9490599504816 37.60805936185869, 126.9491055087011 37.60802690098549, 126.9491438782578 37.6079706201925, 126.9491713667505 37.60793031441373, 126.9492935801962 37.60778323457329, 126.9493563154754 37.60771936275876, 126.9494188091048 37.60769486750094, 126.9494628687057 37.60769198145606, 126.9495151575932 37.60768855692434, 126.9497460160525 37.60768625354473, 126.9499875066078 37.60770205489867, 126.9500500769015 37.60771712666376, 126.9501011147523 37.60773635571702, 126.9503431872675 37.60784677085806, 126.9503770463146 37.6078785962168, 126.9507368785767 37.60832020359569, 126.9531212637721 37.6055973155072, 126.9533763212498 37.6053662840508)))"
197,서울특별시,서대문구,홍은2동,11410685,28402,13774,14628,"MULTIPOLYGON (((126.9385995005301 37.59758556792347, 126.9389894137075 37.59663024867548, 126.9393847873992 37.59602259565284, 126.9399878714583 37.59537874664223, 126.940015575891 37.59534971069842, 126.9400470824165 37.59531818705842, 126.9404592444322 37.59492467840068, 126.9406431514092 37.59466416121632, 126.9408693894548 37.59434143541234, 126.9409627984924 37.59395586950879, 126.9414512710177 37.59140062585952, 126.9412085120474 37.59129694920167, 126.9410536836552 37.5912193767202, 126.9409905787902 37.59118775624077, 126.9408192058313 37.5910990636579, 126.9407162794766 37.59104111545904, 126.9406635532009 37.59101065263321, 126.9406042065947 37.5909763637591, 126.9404618227139 37.59089344143039, 126.9395449158987 37.59035286858207, 126.939446873898 37.59029486675541, 126.9377941362939 37.58931355695188, 126.937620348335 37.58920668618252, 126.9374692911345 37.58911371402142, 126.9372315084657 37.58896160577977, 126.9371566631328 37.5889116841134, 126.9370409749086 37.58883450932377, 126.9369325102639 37.5887607579257, 126.9368022481775 37.58866662223092, 126.9367378663319 37.58861559650725, 126.9366692510762 37.58856120656547, 126.9366094306882 37.58851363665412, 126.9365566587283 37.58847166163827, 126.9365029452452 37.58842537368969, 126.9364462271417 37.58837649353313, 126.936367506415 37.58830515951216, 126.9362810248664 37.58822360321003, 126.9361882884474 37.58812964604883, 126.936123680897 37.58806061009891, 126.9361026141671 37.58803797590797, 126.9360498557421 37.58797777559521, 126.9360232969397 37.58794746275642, 126.9358914891005 37.58777783127869, 126.9358226943482 37.5876783764914, 126.9357276804226 37.58753368595957, 126.9356620833463 37.58740831114829, 126.9356118111673 37.58730995519591, 126.9355638171629 37.58720391265425, 126.9355366763922 37.58713493655838, 126.9354992291756 37.58703798127961, 126.9354660592381 37.58693078827113, 126.9354336454829 37.58681796548059, 126.9354083503346 37.58669841666401, 126.935383939006 37.58655633851484, 126.9353806011896 37.58653038642916, 126.935371269449 37.58645375024378, 126.9353639335432 37.58637829985557, 126.9353607604374 37.58634553891663, 126.9353581556923 37.58612807766047, 126.9353614802766 37.58606131312191, 126.9353639901996 37.58601093108657, 126.9353767921458 37.58590854577063, 126.9353861512256 37.58583535197761, 126.9353977732558 37.58575646351093, 126.9354315605336 37.5855943835165, 126.9354548929847 37.58550436088689, 126.9354832428406 37.5854053488244, 126.9355139479665 37.58531465388619, 126.9355411566934 37.58523549742694, 126.9355531486189 37.58520283604629, 126.9355845942363 37.58512880143346, 126.9356859917195 37.58489705989014, 126.9357327056857 37.58480489561792, 126.9358052851029 37.58466215444947, 126.9358698908659 37.58454414852113, 126.9359243963775 37.58444978156757, 126.935973966855 37.58436924013265, 126.9360627068704 37.58422510682426, 126.9363090802505 37.58384546642289, 126.9363742478445 37.58374662993023, 126.9369445220722 37.58288969601466, 126.9371939017673 37.58254310851469, 126.9374826550975 37.58235145604881, 126.9375713761638 37.58222569081676, 126.9378070725512 37.58185275631207, 126.9379022572466 37.58161882439316, 126.9378248297093 37.58137400243622, 126.937705853039 37.581098526125, 126.9375941604428 37.58089068511891, 126.9374959735545 37.5807724928503, 126.9373896461105 37.58064723573001, 126.9370470710063 37.58041036542142, 126.9366257311764 37.58015147247001, 126.9354939331728 37.57967736783478, 126.9352362600076 37.57958712766527, 126.9343686140331 37.5792844033868, 126.9333124922721 37.57891542069656, 126.9332616670297 37.57889714982642, 126.9321024395195 37.57840597992374, 126.9304539136457 37.57756992753371, 126.9304116092619 37.5775483165117, 126.9299244272257 37.57729584200057, 126.9280899754111 37.57634393819279, 126.9278270140534 37.57620746239819, 126.9273061167108 37.57593673721672, 126.9270759701012 37.57630747416142, 126.9270286696951 37.57638385876675, 126.9268178506748 37.57673999258025, 126.9256610999288 37.57869929805952, 126.9251977368321 37.57950026981874, 126.9244979563424 37.58185058740978, 126.9246205175163 37.58257225785764, 126.9243108661845 37.58323997753399, 126.9242829339431 37.58329957234517, 126.9242259373463 37.58340162371182, 126.9241731094549 37.58349620523195, 126.9241515790062 37.58353440723783, 126.9239259634899 37.58386906529711, 126.9232106898525 37.58428468730901, 126.9230246567604 37.58500034492369, 126.9228195845558 37.58562233175042, 126.9235842389832 37.58614890873419, 126.925942175478 37.58714115078857, 126.9260738584007 37.5871705439511, 126.9265364219282 37.58740826770293, 126.9271920455236 37.58776410111312, 126.9273892526668 37.58789575251028, 126.9281210344363 37.5883848989784, 126.9281179957578 37.58943044035225, 126.9280215886952 37.58972403582415, 126.9278819552508 37.59039373165682, 126.9278700722509 37.59045304450205, 126.9281081372215 37.59118586373213, 126.9281607020538 37.59134261736836, 126.9282248072376 37.5915328305838, 126.9282645372408 37.5916507021316, 126.9284184181561 37.59189480951206, 126.9286478272391 37.5922609633575, 126.9292719358778 37.5930251653087, 126.9303750114074 37.59424212152852, 126.9306626769332 37.59449025154686, 126.9329540721837 37.59602680168368, 126.933657829912 37.59639860372403, 126.9377731528148 37.59774888348957, 126.9385995005301 37.59758556792347)))"
198,서울특별시,서대문구,남가좌1동,11410690,17029,8221,8808,"MULTIPOLYGON (((126.9218948872328 37.57190618764044, 126.9168544015975 37.56788732253502, 126.9118051132751 37.57027898846455, 126.9117198093933 37.57050278524509, 126.9112839684521 37.57217586386798, 126.9113959824845 37.57258114809347, 126.9132492886459 37.57374621985886, 126.915132247384 37.57516161863514, 126.9170187548865 37.57503916944894, 126.9218948872328 37.57190618764044)))"
199,서울특별시,서대문구,남가좌2동,11410700,25729,12324,13405,"MULTIPOLYGON (((126.9273061167108 37.57593673721672, 126.9218948872328 37.57190618764044, 126.9170187548865 37.57503916944894, 126.915132247384 37.57516161863514, 126.9145300405971 37.57524091434467, 126.9149693059249 37.57626499596264, 126.9155607103439 37.57838946084114, 126.9181010866654 37.58048185881091, 126.9190298755233 37.58055966689597, 126.9215317554075 37.58087953711908, 126.9215232579761 37.58102647918416, 126.9211243490303 37.58246201488357, 126.9210621740733 37.58258833680888, 126.9209187880226 37.58278441087138, 126.9208147745925 37.5829123508116, 126.9230246567604 37.58500034492369, 126.9232106898525 37.58428468730901, 126.9239259634899 37.58386906529711, 126.9241515790062 37.58353440723783, 126.9241731094549 37.58349620523195, 126.9242259373463 37.58340162371182, 126.9242829339431 37.58329957234517, 126.9243108661845 37.58323997753399, 126.9246205175163 37.58257225785764, 126.9244979563424 37.58185058740978, 126.9251977368321 37.57950026981874, 126.9256610999288 37.57869929805952, 126.9268178506748 37.57673999258025, 126.9270286696951 37.57638385876675, 126.9270759701012 37.57630747416142, 126.9273061167108 37.57593673721672)))"
200,서울특별시,서대문구,북가좌1동,11410710,19188,9289,9899,"MULTIPOLYGON (((126.9145300405971 37.57524091434467, 126.915132247384 37.57516161863514, 126.9132492886459 37.57374621985886, 126.9113959824845 37.57258114809347, 126.9112839684521 37.57217586386798, 126.9117198093933 37.57050278524509, 126.9118051132751 37.57027898846455, 126.9047785603159 37.57339284870578, 126.9016074451945 37.57546229817317, 126.9031269616782 37.57689188651241, 126.9062943026781 37.58011886250504, 126.9074882688068 37.57933506074689, 126.9101172910227 37.57756278405852, 126.9106909814459 37.57711914422373, 126.9108895992366 37.57696575365312, 126.9112635437118 37.57667696330307, 126.9113341596372 37.57662324212297, 126.9127785206266 37.57556121091118, 126.913286627275 37.57539248223926, 126.9145300405971 37.57524091434467)))"
201,서울특별시,서대문구,북가좌2동,11410720,33955,16486,17469,"MULTIPOLYGON (((126.9208147745925 37.5829123508116, 126.9209187880226 37.58278441087138, 126.9210621740733 37.58258833680888, 126.9211243490303 37.58246201488357, 126.9215232579761 37.58102647918416, 126.9215317554075 37.58087953711908, 126.9190298755233 37.58055966689597, 126.9181010866654 37.58048185881091, 126.9155607103439 37.57838946084114, 126.9149693059249 37.57626499596264, 126.9145300405971 37.57524091434467, 126.913286627275 37.57539248223926, 126.9127785206266 37.57556121091118, 126.9113341596372 37.57662324212297, 126.9112635437118 37.57667696330307, 126.9108895992366 37.57696575365312, 126.9106909814459 37.57711914422373, 126.9101172910227 37.57756278405852, 126.9074882688068 37.57933506074689, 126.9062943026781 37.58011886250504, 126.9098495540533 37.58346602088266, 126.9123306482612 37.58580611375748, 126.9125526429695 37.58602241403393, 126.9126950635383 37.58618534074827, 126.9128234199543 37.58633697743024, 126.9129690083993 37.58663852421181, 126.9130539182294 37.58682372141029, 126.9130831416448 37.586889209452, 126.9131478717302 37.58703486264387, 126.9154426559969 37.58549291951925, 126.9156403521909 37.58412405391868, 126.9158250941179 37.58314422290373, 126.9159235224599 37.58313907750143, 126.9161202760548 37.5831434309428, 126.9167721590921 37.58324242126775, 126.918907205906 37.58340726457005, 126.9193675897712 37.58337577034244, 126.9196815929979 37.58332653290611, 126.9208147745925 37.5829123508116)))"
202,서울특별시,서대문구,충현동,11410565,18242,8845,9397,"MULTIPOLYGON (((126.9658121875202 37.56666901462727, 126.9667735382637 37.56579436403002, 126.9695924617563 37.56201362245151, 126.9688994469641 37.56186068414217, 126.9680819597247 37.56167898870061, 126.9679222803674 37.56164334197116, 126.9673819387459 37.5614955534074, 126.9669014319327 37.56130638041186, 126.9666124906869 37.561132677408, 126.9665350198628 37.56108049991978, 126.9661874679054 37.5608457063168, 126.9655385971901 37.56038383445967, 126.9652380139032 37.5601710326246, 126.9643282875138 37.55965012922717, 126.9641821532124 37.55956741736362, 126.9638741663953 37.55940884226382, 126.9637585361085 37.55934972955886, 126.9637104077843 37.55933653155207, 126.9636582475572 37.55932223359292, 126.9636095048223 37.55930961772834, 126.9620679010407 37.5592609165609, 126.9592887055219 37.56188180294935, 126.9592269366924 37.56197000525246, 126.9581929693813 37.56188076346466, 126.9580522947985 37.56185983749907, 126.9554686476701 37.56146375032623, 126.9534307376993 37.56115125561123, 126.952529302703 37.56093976926214, 126.9506837895054 37.5602563136864, 126.9498647705398 37.5598097397557, 126.9495954779298 37.56019895885193, 126.9495112900011 37.56053365097196, 126.9492154277333 37.56515617738945, 126.9496803002302 37.56613067300717, 126.9500011058816 37.56647511112877, 126.9496922384648 37.56845618588184, 126.9536674404707 37.56934444310723, 126.9564122805703 37.56677702966572, 126.9589364470886 37.56554026072097, 126.962543247685 37.56589506505379, 126.962580149133 37.5659715220914, 126.962742230296 37.56616604925539, 126.9629545987368 37.56624585627303, 126.9634090662682 37.56633921113185, 126.9655142790289 37.56666762119831, 126.9658121875202 37.56666901462727)))"
203,서울특별시,서대문구,북아현동,11410555,17607,8383,9224,"MULTIPOLYGON (((126.9620679010407 37.5592609165609, 126.9614834863961 37.55885377187588, 126.9587084229293 37.55665982191486, 126.9586847683168 37.55684337204226, 126.95848525886 37.55723682283254, 126.9570693144166 37.55747914787436, 126.9568396549737 37.55747537489984, 126.9562066835198 37.55746483494933, 126.9552966108147 37.5574422027591, 126.9549844498567 37.55743443562915, 126.9543158000097 37.55729983786602, 126.9532054250295 37.55721808617319, 126.9520101818502 37.5571302967514, 126.9519528966659 37.55712665080522, 126.9488469515568 37.5569707947589, 126.9498647705398 37.5598097397557, 126.9506837895054 37.5602563136864, 126.952529302703 37.56093976926214, 126.9534307376993 37.56115125561123, 126.9554686476701 37.56146375032623, 126.9580522947985 37.56185983749907, 126.9581929693813 37.56188076346466, 126.9592269366924 37.56197000525246, 126.9592887055219 37.56188180294935, 126.9620679010407 37.5592609165609)))"
204,서울특별시,서대문구,신촌동,11410585,24810,9749,15061,"MULTIPOLYGON (((126.9496922384648 37.56845618588184, 126.9500011058816 37.56647511112877, 126.9496803002302 37.56613067300717, 126.9492154277333 37.56515617738945, 126.9495112900011 37.56053365097196, 126.9495954779298 37.56019895885193, 126.9498647705398 37.5598097397557, 126.9488469515568 37.5569707947589, 126.9468122045961 37.5568494513366, 126.9468061483902 37.55690934631656, 126.9468013129129 37.55695711127851, 126.9446851536055 37.55683899477331, 126.9410476803245 37.55644340345586, 126.9402459016724 37.55618953529649, 126.9368665245201 37.55510319990802, 126.9367340777715 37.55511480661422, 126.9364401355039 37.55519868939823, 126.9351076372007 37.55566716019369, 126.9299991144911 37.55755900593189, 126.9271163795182 37.55862807938012, 126.927008649521 37.5586723399723, 126.926855641232 37.55873589931882, 126.9266253047208 37.55883159450014, 126.9264943886857 37.5592005095706, 126.9266775364002 37.56058376609457, 126.9271428752853 37.56175108622682, 126.9271989081632 37.56182912348396, 126.9281336581503 37.56118916846922, 126.9283370060472 37.56106396486805, 126.928413180191 37.56102448518821, 126.9284776273399 37.56099139781928, 126.9295658741395 37.56092344091359, 126.9308211834142 37.56096051472797, 126.9311745436171 37.56108781036915, 126.9314234916629 37.56123653551024, 126.9330624872334 37.56312355012489, 126.9336453571845 37.56460026387147, 126.9344743910458 37.56623344665743, 126.9372277570309 37.5681597080466, 126.938881182079 37.56917370471975, 126.939310629297 37.56940588552276, 126.9413499444607 37.57009802484061, 126.9426519471155 37.57032162844988, 126.9433645838226 37.57090185148729, 126.9434607909261 37.5710025796897, 126.9435098374495 37.57106928508053, 126.9440423028465 37.57218044789825, 126.9440296655546 37.57264345417108, 126.9440142793951 37.57280900376879, 126.9439670806822 37.57296877011873, 126.9439166837698 37.57308345415493, 126.9437791551922 37.57320899446187, 126.9437450071581 37.57323249385198, 126.9437023350546 37.57324185603611, 126.9435319083981 37.57342978530566, 126.9434896757981 37.57349268032896, 126.9434390533565 37.57401869158529, 126.9434335746945 37.57418528826621, 126.9434882630457 37.57453927865817, 126.9435304104977 37.57467814014451, 126.9439311453857 37.57532674296527, 126.9447370863025 37.57659805177294, 126.9456322881007 37.57671718057887, 126.9465723558334 37.57680045919222, 126.9467513512501 37.57681256593307, 126.9475242583264 37.57612220401468, 126.9489529316726 37.57571533601866, 126.9490390316985 37.5756526438039, 126.9490554567076 37.5755936824108, 126.9490753832933 37.57552211853606, 126.949047099628 37.57465444255561, 126.9487928989206 37.57399640107598, 126.9485766413221 37.57385568269773, 126.9485379249885 37.57382620814369, 126.947893656206 37.57327788323353, 126.9478616627565 37.57324900323911, 126.947838875766 37.57322016629827, 126.9478067351287 37.57316368192099, 126.9477182262103 37.57297623886139, 126.9476715574765 37.57279006860558, 126.9489411605683 37.56943628807204, 126.9496922384648 37.56845618588184)))"
205,서울특별시,서대문구,연희동,11410615,41358,19764,21594,"MULTIPOLYGON (((126.9467513512501 37.57681256593307, 126.9465723558334 37.57680045919222, 126.9456322881007 37.57671718057887, 126.9447370863025 37.57659805177294, 126.9439311453857 37.57532674296527, 126.9435304104977 37.57467814014451, 126.9434882630457 37.57453927865817, 126.9434335746945 37.57418528826621, 126.9434390533565 37.57401869158529, 126.9434896757981 37.57349268032896, 126.9435319083981 37.57342978530566, 126.9437023350546 37.57324185603611, 126.9437450071581 37.57323249385198, 126.9437791551922 37.57320899446187, 126.9439166837698 37.57308345415493, 126.9439670806822 37.57296877011873, 126.9440142793951 37.57280900376879, 126.9440296655546 37.57264345417108, 126.9440423028465 37.57218044789825, 126.9435098374495 37.57106928508053, 126.9434607909261 37.5710025796897, 126.9433645838226 37.57090185148729, 126.9426519471155 37.57032162844988, 126.9413499444607 37.57009802484061, 126.939310629297 37.56940588552276, 126.938881182079 37.56917370471975, 126.9372277570309 37.5681597080466, 126.9344743910458 37.56623344665743, 126.9336453571845 37.56460026387147, 126.9330624872334 37.56312355012489, 126.9314234916629 37.56123653551024, 126.9311745436171 37.56108781036915, 126.9308211834142 37.56096051472797, 126.9295658741395 37.56092344091359, 126.9284776273399 37.56099139781928, 126.928413180191 37.56102448518821, 126.9283370060472 37.56106396486805, 126.9281336581503 37.56118916846922, 126.9271989081632 37.56182912348396, 126.9274838378449 37.56223158085356, 126.9281158286508 37.56315284898634, 126.9281453881799 37.5631959538945, 126.9282466988367 37.56334393261646, 126.9269552252732 37.56441772599437, 126.9268230084464 37.5645222972681, 126.9263040204148 37.56491575984872, 126.9261362178161 37.56502709415746, 126.9259569854622 37.56514339764689, 126.9258212349465 37.56521822513922, 126.9256862061452 37.56529192930332, 126.9251314665074 37.56555625279618, 126.9247395122136 37.56572559908883, 126.9177418017608 37.56744328204122, 126.9168544015975 37.56788732253502, 126.9218948872328 37.57190618764044, 126.9273061167108 37.57593673721672, 126.9278270140534 37.57620746239819, 126.9280899754111 37.57634393819279, 126.9299244272257 37.57729584200057, 126.9304116092619 37.5775483165117, 126.9304539136457 37.57756992753371, 126.9321024395195 37.57840597992374, 126.9332616670297 37.57889714982642, 126.9333124922721 37.57891542069656, 126.9343686140331 37.5792844033868, 126.9352362600076 37.57958712766527, 126.9354939331728 37.57967736783478, 126.9366257311764 37.58015147247001, 126.9370470710063 37.58041036542142, 126.9373896461105 37.58064723573001, 126.9374959735545 37.5807724928503, 126.9375941604428 37.58089068511891, 126.937705853039 37.581098526125, 126.9378248297093 37.58137400243622, 126.9379022572466 37.58161882439316, 126.9378070725512 37.58185275631207, 126.9375713761638 37.58222569081676, 126.9374826550975 37.58235145604881, 126.9371939017673 37.58254310851469, 126.9408425784141 37.58390646283884, 126.9418707414623 37.58082873669133, 126.9447101771981 37.57745982721375, 126.9451311179857 37.57720042587319, 126.9459066127002 37.57694942893294, 126.9467513512501 37.57681256593307)))"
206,서울특별시,마포구,용강동,11440590,22403,10641,11762,"MULTIPOLYGON (((126.9445281888074 37.54514799989514, 126.9447600816805 37.54498906868186, 126.9448041713113 37.54495885547149, 126.9449534778755 37.54485738049411, 126.9450494920919 37.54479213246241, 126.9455178404302 37.5444947017651, 126.9478051339241 37.54336059788319, 126.9492325648683 37.54331097248807, 126.949681604116 37.54381892668303, 126.9506424895186 37.54342232220395, 126.9506971240766 37.54339777213969, 126.9497728624981 37.54237308116659, 126.9491655502303 37.54184146049104, 126.9437494645691 37.53798195499444, 126.942887625212 37.53743482890265, 126.9417708676003 37.53673213556684, 126.9406315026389 37.53602819788348, 126.9370875824056 37.53430558366682, 126.9340062933555 37.5363358075863, 126.9346944792319 37.53766291615592, 126.936633058136 37.54139813314953, 126.9370610038947 37.54216181393832, 126.9387677072955 37.5442881374525, 126.9407314087531 37.54661389054507, 126.9445281888074 37.54514799989514)))"
