,시,구,동,행정동코드,인구,남자,여자,geometry
113,서울특별시,성북구,보문동,11290610,16839,8140,8699,"MULTIPOLYGON (((127.0244723246175 37.57919734416113, 127.0231678778042 37.57804158355124, 127.0225087439379 37.57809642692493, 127.0187516636571 37.5775269002752, 127.0180055103903 37.57805818233138, 127.0176045239479 37.57968880236296, 127.0167863320873 37.58153662148743, 127.0163900710065 37.5818425829683, 127.0160673028117 37.58184013347665, 127.0149504964771 37.58213073135636, 127.0146858848304 37.58222654740629, 127.0146641329499 37.58448658194645, 127.0146857094254 37.58454413142786, 127.0165210981058 37.58686699309067, 127.0172924567512 37.58748961750423, 127.0187755264737 37.58867443597123, 127.0188769169233 37.58859774645194, 127.0192079908952 37.58834716057048, 127.0196876908485 37.58798389308596, 127.0197268596988 37.58795374474084, 127.0197500696196 37.58793587537134, 127.0198277139677 37.58786183029314, 127.0201404213551 37.58756002470839, 127.020718996675 37.58631288562431, 127.0209250893648 37.58585741709029, 127.0210261732401 37.58555045951535, 127.0211626021425 37.58513617779985, 127.0212521714733 37.58487954046699, 127.0212772663713 37.58480765177691, 127.0216226676274 37.58381869767417, 127.0219010244248 37.58302322054026, 127.0219182004647 37.58298953019839, 127.0223146245281 37.58222653237924, 127.0244723246175 37.57919734416113)))"
114,서울특별시,성북구,정릉1동,11290620,19484,9328,10156,"MULTIPOLYGON (((127.0216393298334 37.60156623588291, 127.0187831448319 37.59847653768905, 127.0139247155986 37.60067797936249, 127.0140815759509 37.60081316063695, 127.0134931245287 37.60268109372458, 127.0134800635189 37.60272265486918, 127.0134229018958 37.60293770488041, 127.0133117681945 37.60335628166465, 127.0147472483952 37.605375567037, 127.0157938455686 37.60734072556384, 127.0158426014877 37.60767736048323, 127.0154295478764 37.60945806848586, 127.0152636978044 37.60964347835233, 127.0149887297774 37.60995086968779, 127.0146912866348 37.61028314230451, 127.0143424801517 37.61067153751501, 127.0135736078478 37.61151675830042, 127.0134157672988 37.61161412844427, 127.014432729292 37.61357190921508, 127.0146011702583 37.61194574642968, 127.0157650055221 37.60996438420794, 127.0164042245264 37.60766163640255, 127.0177722060704 37.60383540293202, 127.0194873162128 37.6023789514552, 127.0216393298334 37.60156623588291)))"
115,서울특별시,성북구,정릉2동,11290630,23974,11678,12296,"MULTIPOLYGON (((127.0140815759509 37.60081316063695, 127.0138599016194 37.601150251312, 127.0134735535349 37.60165566457285, 127.013241908454 37.60189131186875, 127.0131431708272 37.60193935176453, 127.0130804667496 37.60194443804163, 127.0129844837448 37.60195221717829, 127.0126108785264 37.60191462117326, 127.0125489198381 37.60189054279768, 127.0124731637545 37.60186109848647, 127.0115549702278 37.60118805500853, 127.0113412762321 37.60084353348505, 127.0112277533637 37.60019742251565, 127.0112975872998 37.59972906747065, 127.0067239259987 37.59873096114864, 127.0063906024325 37.59838705272425, 127.0062563709295 37.59823664297899, 127.0057335576274 37.59763956826672, 127.0056556566835 37.59742855305786, 127.005661892557 37.59734040979383, 127.0056674236075 37.59726291294509, 127.0059204663541 37.59667591369166, 127.0047005277164 37.59676892968123, 127.0029390604743 37.59795682334006, 127.0029257295185 37.59889641712006, 127.0011484260152 37.60125494246453, 127.0009644800233 37.60147572377178, 127.0009435694918 37.60150081885615, 127.0006445677668 37.60165272823399, 126.999799239074 37.60167149279376, 126.9995592859183 37.60160772501445, 126.9993034613381 37.60217551127316, 126.9991322002841 37.60258489523706, 126.9991095556268 37.60275021342903, 126.999089019012 37.60290018169073, 126.9990680867347 37.60327640313354, 127.0002724854919 37.60370970514012, 127.0027238112228 37.60444670784715, 127.0046026276711 37.60482127540113, 127.0042161763158 37.60693956242607, 127.0036323481325 37.60773817556534, 127.0035257857307 37.60789771541886, 127.0035234184742 37.60804079341101, 127.0039643748836 37.60847527352081, 127.0041897389939 37.60868129375246, 127.0043920523356 37.60860665622966, 127.0066935724944 37.60729696154859, 127.0071300813745 37.60703401626617, 127.0074747078794 37.60679618667943, 127.0075782338162 37.606679833645, 127.0077105182351 37.6063119855116, 127.0077478205785 37.60623890708592, 127.0077679064252 37.60619955715894, 127.0079619266086 37.60598404419699, 127.009351321753 37.60615770372745, 127.0093751219156 37.60665354070099, 127.0093623381159 37.60698360398919, 127.009355585595 37.60714919746507, 127.0091895746664 37.60795070125594, 127.0089986912388 37.60866084038557, 127.0098288979962 37.60834964229412, 127.0105304921173 37.60809597840574, 127.0115814261201 37.60840969646697, 127.0116148330253 37.60957302861353, 127.0119759156326 37.61027713785473, 127.0134157672988 37.61161412844427, 127.0135736078478 37.61151675830042, 127.0143424801517 37.61067153751501, 127.0146912866348 37.61028314230451, 127.0149887297774 37.60995086968779, 127.0152636978044 37.60964347835233, 127.0154295478764 37.60945806848586, 127.0158426014877 37.60767736048323, 127.0157938455686 37.60734072556384, 127.0147472483952 37.605375567037, 127.0133117681945 37.60335628166465, 127.0134229018958 37.60293770488041, 127.0134800635189 37.60272265486918, 127.0134931245287 37.60268109372458, 127.0140815759509 37.60081316063695)))"
116,서울특별시,성북구,정릉3동,11290640,17388,8623,8765,"MULTIPOLYGON (((127.0089986912388 37.60866084038557, 127.0091895746664 37.60795070125594, 127.009355585595 37.60714919746507, 127.0093623381159 37.60698360398919, 127.0093751219156 37.60665354070099, 127.009351321753 37.60615770372745, 127.0079619266086 37.60598404419699, 127.0077679064252 37.60619955715894, 127.0077478205785 37.60623890708592, 127.0077105182351 37.6063119855116, 127.0075782338162 37.606679833645, 127.0074747078794 37.60679618667943, 127.0071300813745 37.60703401626617, 127.0066935724944 37.60729696154859, 127.0043920523356 37.60860665622966, 127.0041897389939 37.60868129375246, 127.0039643748836 37.60847527352081, 127.0035234184742 37.60804079341101, 127.0035257857307 37.60789771541886, 127.0036323481325 37.60773817556534, 127.0042161763158 37.60693956242607, 127.0046026276711 37.60482127540113, 127.0027238112228 37.60444670784715, 127.0002724854919 37.60370970514012, 126.9990680867347 37.60327640313354, 126.999089019012 37.60290018169073, 126.9991095556268 37.60275021342903, 126.9991322002841 37.60258489523706, 126.9993034613381 37.60217551127316, 126.9995592859183 37.60160772501445, 126.9972819143287 37.60207903668346, 126.9954192687897 37.60267386025694, 126.9952519743591 37.60270243849443, 126.9952040559209 37.6027003407264, 126.9951380053007 37.60269744430056, 126.9949378652085 37.60266278764521, 126.9944354636542 37.60257387336773, 126.9939254657319 37.60274858491162, 126.9894704711552 37.60252659458047, 126.9878876056661 37.601336703119, 126.9877411917167 37.60121553576545, 126.9865892817783 37.60512555693499, 126.9861944053272 37.60627838883232, 126.9859006036692 37.60713611432764, 126.9859576470348 37.60810754856134, 126.9859737283335 37.60837689415818, 126.9859989142313 37.60879838063664, 126.9862714844579 37.60993863667942, 126.9867716987864 37.61040105655533, 126.9869596606811 37.61057482215976, 126.987068092777 37.61355197137193, 126.9866970327305 37.61468379283731, 126.9853413218618 37.61554542739916, 126.9845404034313 37.61587165062719, 126.9839756453184 37.61610167384227, 126.983243293835 37.61631929720404, 126.9828058746508 37.6166936891581, 126.982019193894 37.61871274006239, 126.9818005329071 37.61930541628534, 126.9820844977698 37.61992295343913, 126.9813736137946 37.62173377522717, 126.9808700629808 37.62275225912288, 126.9801711110254 37.6235525673367, 126.9792086885588 37.62457121153248, 126.9794377030683 37.62695639142638, 126.9794835037773 37.62716032283384, 126.9796664572043 37.62797478525102, 126.9801329740683 37.6283510868893, 126.9812029901815 37.62834884450842, 126.9821631477504 37.62747200481313, 126.9856071643942 37.62362596235604, 126.9864948686617 37.62307324786808, 126.9922455692026 37.61922521995476, 126.9926823617275 37.61887161041287, 126.9935266963475 37.61811811225305, 126.9929933914753 37.61780936662154, 126.9926346774356 37.61702929275015, 126.993124175921 37.61492338783302, 126.9943029302909 37.61330152612908, 126.994555170937 37.61317754582168, 126.9951270474509 37.61322393422046, 126.9954564929762 37.61341011800198, 126.9954674084257 37.61349838786001, 126.9954860373833 37.61364909949461, 126.9975605686985 37.61549555785055, 126.9978971649541 37.61567387851461, 126.9997086532264 37.61663135946261, 127.0004771669448 37.6167179891219, 127.0006938141673 37.61672679274135, 127.000821269686 37.61672958532288, 127.0025154017713 37.61638859707697, 127.0027573272852 37.61632940722625, 127.0029183081001 37.61629002088515, 127.0057550382795 37.61525976153065, 127.0079994975705 37.61221240237145, 127.0089986912388 37.60866084038557)))"
117,서울특별시,성북구,정릉4동,11290650,26898,13006,13892,"MULTIPOLYGON (((126.9931943091371 37.63202771759239, 126.9932477084311 37.63183462810404, 126.9933359164266 37.63151569010014, 126.9940447945922 37.6299863409082, 126.9941018192886 37.62991910226745, 126.994156661622 37.62989877788583, 126.9943333110273 37.6298333408384, 126.9945493730487 37.62982863325569, 126.9989359408159 37.62687856060225, 127.0017386411036 37.62570967564925, 127.0023577234525 37.62559511423878, 127.0028982093342 37.62537318900672, 127.0045014592644 37.62443804688376, 127.006435749455 37.62434248169435, 127.0075688522735 37.62402952543562, 127.0078756766242 37.62390909317402, 127.0078236050472 37.62331962548837, 127.0076471919486 37.62289976675889, 127.0075432803533 37.6226537181697, 127.0074769274266 37.62255648415717, 127.0074422694983 37.62250570224467, 127.0074066285229 37.6224716721165, 127.0073747156479 37.62244109615154, 127.0075059204654 37.62101650445691, 127.0080458287363 37.61936930494954, 127.0084936891561 37.61857461210494, 127.0085568293426 37.6185636263597, 127.0094390295952 37.61816727344713, 127.0114702302027 37.61641925019858, 127.0147523815127 37.61559229237353, 127.0149411841366 37.61541843384156, 127.0152531405185 37.61480787300652, 127.014432729292 37.61357190921508, 127.0134157672988 37.61161412844427, 127.0119759156326 37.61027713785473, 127.0116148330253 37.60957302861353, 127.0115814261201 37.60840969646697, 127.0105304921173 37.60809597840574, 127.0098288979962 37.60834964229412, 127.0089986912388 37.60866084038557, 127.0079994975705 37.61221240237145, 127.0057550382795 37.61525976153065, 127.0029183081001 37.61629002088515, 127.0027573272852 37.61632940722625, 127.0025154017713 37.61638859707697, 127.000821269686 37.61672958532288, 127.0006938141673 37.61672679274135, 127.0004771669448 37.6167179891219, 126.9997086532264 37.61663135946261, 126.9978971649541 37.61567387851461, 126.9975605686985 37.61549555785055, 126.9954860373833 37.61364909949461, 126.9954674084257 37.61349838786001, 126.9954564929762 37.61341011800198, 126.9951270474509 37.61322393422046, 126.994555170937 37.61317754582168, 126.9943029302909 37.61330152612908, 126.993124175921 37.61492338783302, 126.9926346774356 37.61702929275015, 126.9929933914753 37.61780936662154, 126.9935266963475 37.61811811225305, 126.9926823617275 37.61887161041287, 126.9922455692026 37.61922521995476, 126.9864948686617 37.62307324786808, 126.9856071643942 37.62362596235604, 126.9821631477504 37.62747200481313, 126.9812029901815 37.62834884450842, 126.9801329740683 37.6283510868893, 126.9804968759252 37.62864543417669, 126.980508194942 37.62905446496831, 126.9800923123734 37.62927233505252, 126.9795240353134 37.62920222934059, 126.9782133569714 37.62843593611979, 126.9766720613351 37.6288448527654, 126.9763545802853 37.629271579388, 126.9764855443147 37.63008899733446, 126.9750746678809 37.63138628651299, 126.9767170894633 37.63262503271115, 126.9785351297968 37.63384988645762, 126.9835947861339 37.63645446973018, 126.9836572771359 37.63646335550443, 126.9846253882821 37.63656487056026, 126.9849461960249 37.6361708227445, 126.985216797121 37.6358632959921, 126.9856036197749 37.63544473496523, 126.9860559591547 37.63519545055517, 126.9918249564268 37.63230811044217, 126.9931943091371 37.63202771759239)))"
118,서울특별시,성북구,길음1동,11290660,37263,17772,19491,"MULTIPOLYGON (((127.0220295465139 37.6122870292313, 127.0222349805678 37.61126924609166, 127.0222368867174 37.61120400569231, 127.0229285352716 37.60919680268678, 127.0237563589319 37.60682454741243, 127.0242159754029 37.60555946087975, 127.0245936167787 37.60499338029867, 127.0249065242179 37.60453133222418, 127.0250560813383 37.6043210109866, 127.0251144181203 37.60424035924436, 127.0253029480973 37.60398874174101, 127.0253493708468 37.60392696113988, 127.0254489310981 37.60379498129844, 127.0254900392304 37.60374049817273, 127.0259666281073 37.60317891367602, 127.0216393298334 37.60156623588291, 127.0194873162128 37.6023789514552, 127.0177722060704 37.60383540293202, 127.0164042245264 37.60766163640255, 127.0157650055221 37.60996438420794, 127.0146011702583 37.61194574642968, 127.014432729292 37.61357190921508, 127.0152531405185 37.61480787300652, 127.0163109646923 37.6149609826272, 127.0176426861996 37.61457097936299, 127.0192583317251 37.61375284532067, 127.0197923672509 37.61325566768178, 127.0203809793716 37.61261834351325, 127.0204791574903 37.61254776186849, 127.0206054003262 37.61251785451325, 127.0206670961621 37.61250345833265, 127.0220295465139 37.6122870292313)))"
119,서울특별시,성북구,길음2동,11290685,16545,8050,8495,"MULTIPOLYGON (((127.0299826159379 37.61234180727328, 127.0304111487613 37.60913890026055, 127.0321753556362 37.60345507116969, 127.0302197253746 37.60399827577248, 127.0259666281073 37.60317891367602, 127.0254900392304 37.60374049817273, 127.0254489310981 37.60379498129844, 127.0253493708468 37.60392696113988, 127.0253029480973 37.60398874174101, 127.0251144181203 37.60424035924436, 127.0250560813383 37.6043210109866, 127.0249065242179 37.60453133222418, 127.0245936167787 37.60499338029867, 127.0242159754029 37.60555946087975, 127.0237563589319 37.60682454741243, 127.0229285352716 37.60919680268678, 127.0222368867174 37.61120400569231, 127.0222349805678 37.61126924609166, 127.0272228061671 37.6125637004021, 127.0299826159379 37.61234180727328)))"
120,서울특별시,성북구,월곡1동,11290715,27698,13399,14299,"MULTIPOLYGON (((127.043598670337 37.61142710178378, 127.043154929589 37.61068406680491, 127.0430765923876 37.61052490192741, 127.0425528288555 37.60921254622286, 127.0424182887674 37.60759411543776, 127.0404019835058 37.60615201758019, 127.0386235525854 37.6053011968294, 127.0386021923216 37.60532026595873, 127.0383235668728 37.60549605315674, 127.0370610425745 37.60595080493125, 127.036965814216 37.60596963895733, 127.0368768008469 37.60598723992246, 127.0371297047774 37.60492579574508, 127.0376253028123 37.60333348775497, 127.0385225976158 37.60249427617353, 127.0321753556362 37.60345507116969, 127.0304111487613 37.60913890026055, 127.0371034020589 37.61271103786459, 127.0372703594396 37.61270868126688, 127.0390557751499 37.61179480452613, 127.0405154488264 37.61107266320109, 127.0407547944069 37.61104212901909, 127.0408839692728 37.61102565035485, 127.0410717375125 37.61100835386973, 127.0417971909944 37.61095596563507, 127.0419849060756 37.61094542755629, 127.043598670337 37.61142710178378)))"
121,서울특별시,성북구,월곡2동,11290725,20571,9982,10589,"MULTIPOLYGON (((127.0454357356164 37.61128775213215, 127.0453819017522 37.60977217088512, 127.0453817091805 37.60968654259957, 127.0454042502649 37.60958973600687, 127.0454200206195 37.60955824976454, 127.0454443842379 37.60951102222278, 127.0466137051923 37.60837890018433, 127.0473609792871 37.60783287795037, 127.0480447257843 37.60785465200475, 127.0482917824366 37.60786573800446, 127.0483724366615 37.6078773134755, 127.0492819739118 37.60828021901217, 127.0501446706496 37.60884513924781, 127.0501963440638 37.60896589081737, 127.0502965522234 37.60913978121165, 127.0503175895783 37.60917591508822, 127.0515758374952 37.60994927789804, 127.0518959805645 37.60964836296056, 127.052418157649 37.60912643904534, 127.0524184125846 37.60908389752939, 127.0524185237198 37.6090530630106, 127.0523919991979 37.60900127940728, 127.0523443952353 37.60890983787191, 127.0517694044514 37.60810552322764, 127.0507203579286 37.6075460842086, 127.0505677058485 37.60685478300177, 127.05060305192 37.60678170149792, 127.0506211057854 37.60674682516991, 127.0506575827625 37.6066872500755, 127.0511314957251 37.60594657203384, 127.0512856400895 37.60576237381712, 127.0515320035403 37.60555044901862, 127.0516079547047 37.60548982482577, 127.0516984349609 37.60539665418316, 127.0519316817908 37.60511361678564, 127.052159143015 37.60473140916549, 127.052250899907 37.60407152313747, 127.0522389137832 37.6028589900667, 127.0516097819201 37.60199937838619, 127.0513273845387 37.60162650166031, 127.0510088535296 37.60156938532575, 127.050273405968 37.60110534307088, 127.0481580021938 37.5975561070469, 127.0477669425513 37.59666002479961, 127.0476473912901 37.5962876358017, 127.0435174311994 37.59690618222339, 127.0407538027052 37.59580029601416, 127.0408044213536 37.59916764929719, 127.0408045457937 37.5992414067624, 127.0407972961177 37.59943854755507, 127.0407922725034 37.59956471616528, 127.040714542697 37.59988439080193, 127.0406870771223 37.59997554498614, 127.0406676061923 37.60003405656138, 127.0405818017247 37.60028497218824, 127.0405166084944 37.60041422167456, 127.0404721431933 37.60050199447198, 127.040366984214 37.60067622033831, 127.0403217310548 37.60073437906048, 127.0402114012632 37.60087616330527, 127.0399917991185 37.60112761981613, 127.0385225976158 37.60249427617353, 127.0376253028123 37.60333348775497, 127.0371297047774 37.60492579574508, 127.0368768008469 37.60598723992246, 127.036965814216 37.60596963895733, 127.0370610425745 37.60595080493125, 127.0383235668728 37.60549605315674, 127.0386021923216 37.60532026595873, 127.0386235525854 37.6053011968294, 127.0404019835058 37.60615201758019, 127.0424182887674 37.60759411543776, 127.0425528288555 37.60921254622286, 127.0430765923876 37.61052490192741, 127.043154929589 37.61068406680491, 127.043598670337 37.61142710178378, 127.0445478081831 37.61072737831728, 127.0454357356164 37.61128775213215)))"
122,서울특별시,성북구,장위1동,11290760,20857,10225,10632,"MULTIPOLYGON (((127.0503853472475 37.61746963445796, 127.0501947044996 37.61734949278256, 127.0499280376021 37.61717834778022, 127.0495633215219 37.61694373403517, 127.0494542127928 37.61685668505353, 127.0492320767269 37.61667770006547, 127.0490961213836 37.61655662620284, 127.048627154582 37.61611204921764, 127.048596187715 37.61607445297616, 127.0485529882512 37.61602163133482, 127.0484988167759 37.61595143489637, 127.0484634036496 37.61590524083415, 127.0484011328174 37.6157753084814, 127.0483697034511 37.61558941264959, 127.0483581065623 37.61551836686976, 127.0483616631086 37.61527954563604, 127.0483806538367 37.61506780298625, 127.0483927815955 37.61493602815273, 127.0484353816288 37.61479986321525, 127.0485716477473 37.61451646187129, 127.048668473083 37.61431515696962, 127.0487043096424 37.61424431334484, 127.0488062214975 37.6140430457982, 127.0488734548268 37.61391033686602, 127.049018433104 37.61359091457631, 127.0490379093078 37.61354793730172, 127.0490600781261 37.61349643460304, 127.0488940837954 37.61260572477994, 127.0488616056825 37.61247152506185, 127.0488435514503 37.61240125139282, 127.04831200017 37.61201649908712, 127.047542213565 37.61164278210203, 127.0454357356164 37.61128775213215, 127.0445478081831 37.61072737831728, 127.043598670337 37.61142710178378, 127.0419849060756 37.61094542755629, 127.0417971909944 37.61095596563507, 127.0410717375125 37.61100835386973, 127.0408839692728 37.61102565035485, 127.0407547944069 37.61104212901909, 127.0405154488264 37.61107266320109, 127.0390557751499 37.61179480452613, 127.0372703594396 37.61270868126688, 127.0371034020589 37.61271103786459, 127.0391185606465 37.6163085183367, 127.0401944080742 37.61594541776228, 127.0423137600647 37.61747347882891, 127.0430372221136 37.61800137881255, 127.0439136037495 37.61864134155827, 127.0439608449856 37.61867645110973, 127.0445481198522 37.61934344934262, 127.0446800275121 37.6194933196243, 127.0447290016373 37.61954915287617, 127.046079361163 37.61874996670954, 127.0462199441447 37.61866693505137, 127.0462783743135 37.61863243105405, 127.0464616464453 37.6185244158173, 127.0467304070621 37.6183660192405, 127.0469615064791 37.61879129423514, 127.0470470357039 37.61894071342483, 127.0471525748737 37.61905491282094, 127.0472613191494 37.61916234272734, 127.0474860041707 37.61931082262154, 127.0493324071996 37.62046029994936, 127.0493626894678 37.62043069928651, 127.049504163204 37.62029199130055, 127.0503853472475 37.61746963445796)))"
123,서울특별시,성북구,장위2동,11290770,14207,7068,7139,"MULTIPOLYGON (((127.0606680504924 37.61279996911433, 127.0517694044514 37.60810552322764, 127.0523443952353 37.60890983787191, 127.0523919991979 37.60900127940728, 127.0524185237198 37.6090530630106, 127.0524184125846 37.60908389752939, 127.052418157649 37.60912643904534, 127.0518959805645 37.60964836296056, 127.0515758374952 37.60994927789804, 127.0503175895783 37.60917591508822, 127.0502965522234 37.60913978121165, 127.0501963440638 37.60896589081737, 127.0501446706496 37.60884513924781, 127.0492819739118 37.60828021901217, 127.0483724366615 37.6078773134755, 127.0482917824366 37.60786573800446, 127.0480447257843 37.60785465200475, 127.0473609792871 37.60783287795037, 127.0466137051923 37.60837890018433, 127.0454443842379 37.60951102222278, 127.0454200206195 37.60955824976454, 127.0454042502649 37.60958973600687, 127.0453817091805 37.60968654259957, 127.0453819017522 37.60977217088512, 127.0454357356164 37.61128775213215, 127.047542213565 37.61164278210203, 127.04831200017 37.61201649908712, 127.0488435514503 37.61240125139282, 127.0488616056825 37.61247152506185, 127.0488940837954 37.61260572477994, 127.0490600781261 37.61349643460304, 127.0490379093078 37.61354793730172, 127.049018433104 37.61359091457631, 127.0488734548268 37.61391033686602, 127.0488062214975 37.6140430457982, 127.0487043096424 37.61424431334484, 127.048668473083 37.61431515696962, 127.0485716477473 37.61451646187129, 127.0484353816288 37.61479986321525, 127.0483927815955 37.61493602815273, 127.0483806538367 37.61506780298625, 127.0483616631086 37.61527954563604, 127.0483581065623 37.61551836686976, 127.0483697034511 37.61558941264959, 127.0484011328174 37.6157753084814, 127.0484634036496 37.61590524083415, 127.0484988167759 37.61595143489637, 127.0485529882512 37.61602163133482, 127.048596187715 37.61607445297616, 127.048627154582 37.61611204921764, 127.0490961213836 37.61655662620284, 127.0492320767269 37.61667770006547, 127.0494542127928 37.61685668505353, 127.0495633215219 37.61694373403517, 127.0499280376021 37.61717834778022, 127.0501947044996 37.61734949278256, 127.0503853472475 37.61746963445796, 127.0545996277656 37.61501030990834, 127.0550394473655 37.61521703437079, 127.0554663773479 37.61487613342089, 127.0565832976609 37.61390012506076, 127.0573040719142 37.61320654422359, 127.0579703006656 37.61256309454788, 127.0582249042813 37.6123311861023, 127.0606680504924 37.61279996911433)))"
124,서울특별시,성북구,장위3동,11290780,13710,6900,6810,"MULTIPOLYGON (((127.0628925772738 37.614343915584, 127.0606680504924 37.61279996911433, 127.0582249042813 37.6123311861023, 127.0579703006656 37.61256309454788, 127.0573040719142 37.61320654422359, 127.0565832976609 37.61390012506076, 127.0554663773479 37.61487613342089, 127.0550394473655 37.61521703437079, 127.0545996277656 37.61501030990834, 127.0503853472475 37.61746963445796, 127.049504163204 37.62029199130055, 127.0493626894678 37.62043069928651, 127.0493324071996 37.62046029994936, 127.0474860041707 37.61931082262154, 127.0472613191494 37.61916234272734, 127.0471525748737 37.61905491282094, 127.0470470357039 37.61894071342483, 127.0469615064791 37.61879129423514, 127.0467304070621 37.6183660192405, 127.0464616464453 37.6185244158173, 127.0462783743135 37.61863243105405, 127.0462199441447 37.61866693505137, 127.046079361163 37.61874996670954, 127.0447290016373 37.61954915287617, 127.0479239107866 37.62322125511057, 127.0499862497827 37.62443094627259, 127.0511054068133 37.6232454792849, 127.052169737963 37.62209468058838, 127.0527221100569 37.62152540572225, 127.0533532611913 37.62090150859793, 127.0537318603156 37.62057519086872, 127.0538447161169 37.62047877302363, 127.0539621439419 37.62038045700041, 127.0542081923639 37.62017465517391, 127.056909093675 37.61811524061525, 127.0606059962732 37.61565138341141, 127.060911108333 37.61494721882661, 127.0612306731954 37.61477131623737, 127.0614617172088 37.61464618995371, 127.0615157090982 37.61461709696164, 127.0617170282977 37.61451957148898, 127.0620142620348 37.61437558597575, 127.062209970092 37.6143323717486, 127.062421979586 37.61428583761001, 127.062743322727 37.6143140690092, 127.0628925772738 37.614343915584)))"
125,서울특별시,성북구,성북동,11290525,17671,8267,9404,"MULTIPOLYGON (((126.9995592859183 37.60160772501445, 126.999799239074 37.60167149279376, 127.0006445677668 37.60165272823399, 127.0009435694918 37.60150081885615, 127.0009644800233 37.60147572377178, 127.0011484260152 37.60125494246453, 127.0029257295185 37.59889641712006, 127.0029390604743 37.59795682334006, 127.0047005277164 37.59676892968123, 127.0059204663541 37.59667591369166, 127.0069483315327 37.59659233112155, 127.0072463516857 37.59649217460777, 127.0078507444203 37.59598994410914, 127.0081027918431 37.59555947666733, 127.0084191381333 37.59460987722787, 127.0085017347026 37.5941077221173, 127.0084225698365 37.59312042099191, 127.0081830693211 37.59272170527142, 127.00815068931 37.59269340334556, 127.007828274147 37.59252193068153, 127.0076955003331 37.59247292971737, 127.0076573606005 37.59245925047057, 127.0074860115501 37.59224784644476, 127.0074698905532 37.59222411889534, 127.007225070807 37.59185751731858, 127.0074886570355 37.59163156262304, 127.009531179565 37.59206377620858, 127.0115447434885 37.5939659879073, 127.0132614984154 37.59180531164771, 127.0069579281718 37.58869992213672, 127.0062070409653 37.58837540521808, 127.0050446951916 37.5879286409916, 127.004194817617 37.58795048303252, 127.0034198794376 37.58835502962636, 127.0024304919374 37.58905729163966, 127.0023856324952 37.58910399946759, 127.0023378187786 37.58915379544608, 127.0016582518405 37.59010184631106, 127.0016981053348 37.59060226050966, 127.0017869920184 37.59086177213, 127.0019118430581 37.59124875027647, 127.0016812280189 37.59175253032394, 127.0015812851388 37.59188963716848, 127.0015597672751 37.5919187660639, 127.0009421942903 37.59239265541499, 127.0007859970764 37.59244503534296, 127.0006245265884 37.59245336571912, 126.9993720050733 37.59236681171856, 126.9989741586568 37.59247115853042, 126.9987451786228 37.59251637926506, 126.9985321547677 37.59250646095414, 126.9891359030894 37.59130668631862, 126.9890750481001 37.59139446162827, 126.9894757920867 37.5917950211998, 126.9891094507173 37.59195341550093, 126.9887608091341 37.59210400307575, 126.9875262282025 37.5922468001901, 126.9864798407838 37.59250646566559, 126.9857592771792 37.59279401160435, 126.9853287258072 37.59300572621492, 126.9852868081408 37.59302635633529, 126.9852253598527 37.5930571567418, 126.9846787672401 37.59333123147103, 126.9842734961909 37.59358183735348, 126.9840115836973 37.59375538189762, 126.983868097928 37.59385046812643, 126.98337258457 37.59435192551688, 126.982689386493 37.5950655194224, 126.9826523154141 37.59510477354859, 126.9823501148414 37.59545290805665, 126.9821934238158 37.59563342662802, 126.9820114258903 37.59584331683295, 126.981566847345 37.59716526193013, 126.9815664510535 37.59803838498007, 126.98156656448 37.59914365527767, 126.9822275986892 37.59928401269243, 126.9826736950306 37.59937835556374, 126.9827239066743 37.59938871484209, 126.9828973735987 37.59939269279064, 126.9849085265396 37.59943882994709, 126.9863746854395 37.60007953917753, 126.9877411917167 37.60121553576545, 126.9878876056661 37.601336703119, 126.9894704711552 37.60252659458047, 126.9939254657319 37.60274858491162, 126.9944354636542 37.60257387336773, 126.9949378652085 37.60266278764521, 126.9951380053007 37.60269744430056, 126.9952040559209 37.6027003407264, 126.9952519743591 37.60270243849443, 126.9954192687897 37.60267386025694, 126.9972819143287 37.60207903668346, 126.9995592859183 37.60160772501445)))"
